Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,1.92307,17721883.36199,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,33.97424,708506806.46219,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,28.47428,331407471.72001,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,29.43429,271248691.38637,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,24.11134,502823468.81751,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,35.62913,414681510.98703,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,9.56463,88141928.91977,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,83.68618,1745211125.90304,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2003,73.32908,853464984.75648,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,5.61684,51761464.98617,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,0.98478,20536862.03181,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2003,1.16698,13582241.77783,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,0.75467,6954620.57717,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,91.15012,839984709.60625,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,3.13609,65400796.85968,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2003,5.2701,61337869.32685,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,0.44088,4062928.1971,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,12.19295,254274561.20339,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2003,20.23384,235498328.3654,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,2.03748,18776200.32174,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,30.34873,637689730.93482,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,22.76958,261707929.55281,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,51.36624,488920089.20279,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,5.28862,111124926.64755,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,4.29945,49416784.58577,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,6.48309,61708142.07495,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,6.01764,126443029.94706,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,9.4841,109007979.02629,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,1.83174,17435051.72567,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,35.59412,747906236.7711,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,29.39272,337832739.62352,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,31.2172,297135209.23615,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,22.75089,478043222.69737,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,34.05415,391410093.72723,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,9.10173,86633125.60324,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,84.48934,1775296099.43873,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2004,74.25885,853513002.24405,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,5.64197,53702083.66471,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,0.97283,20441193.19538,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2004,1.18612,13632959.87958,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,0.71528,6808233.38645,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,91.20111,868081014.69073,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,3.03367,63743764.48479,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2004,5.19284,59685281.72115,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,0.42639,4058483.23927,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,11.50415,241726089.8811,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2004,19.36219,222544282.67084,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,2.01525,19181802.86259,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,30.11451,637458452.329,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,23.39147,265370094.53878,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,50.13714,492501190.53279,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,5.44708,115302796.48129,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,4.55779,51706882.60857,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,6.47413,63595912.6886,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,5.69608,120573485.2595,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,9.12051,103469739.27035,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,1.74118,17103748.25303,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,37.32774,790146795.70265,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,30.44805,345425088.74931,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,33.01498,324308857.45313,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,21.4146,453300297.22757,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,32.48219,368501942.46693,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,8.63256,84798367.19843,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,85.27433,1805071446.34916,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2005,75.19007,853011643.90961,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,5.66737,55671004.83108,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,0.95797,20278104.85215,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2005,1.202,13636345.06368,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,0.67614,6641759.90174,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,91.25333,896388782.14275,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,2.81862,59663930.65616,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2005,4.90234,55615747.4196,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,0.41211,4048184.67014,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,10.94909,231768345.14254,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2005,18.70559,212210011.23993,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,1.99106,19558344.57832,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,29.92912,638132816.66089,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,23.88627,267509569.75894,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,36.61501,370623252.57159,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,5.60128,119427543.92978,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,4.81899,53969337.57271,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,6.46682,65458207.02824,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,5.37716,114649042.88621,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,8.74778,97969006.02753,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,1.64787,16680032.89643,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,38.98084,831128868.56458,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,31.63402,354278993.82165,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,47.10946,476849881.54172,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,20.1116,428809002.95854,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,30.91295,346203547.95087,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,8.16084,82605444.52451,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,86.02717,1834226030.42902,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,76.11814,852470207.85923,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,5.68843,57579278.66034,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,0.94921,20238542.40305,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,1.226,13730347.27913,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,0.64296,6508194.78007,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,91.30223,924176551.86832,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,2.61002,55649366.36691,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,4.60917,51619513.35313,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,0.39812,4029850.684,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,10.4136,222033335.79889,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,18.04669,202110386.6402,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,1.96825,19922942.56877,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,29.46298,632677031.20543,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,24.26067,268177373.756,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,34.98202,364499655.96863,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,5.72199,122871760.24883,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,5.04399,55756271.76844,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,6.44126,67115488.39561,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,5.06029,108662788.38364,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,8.36725,92491503.51957,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,1.552,16171287.18301,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,40.92075,878716792.51791,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,32.98029,364563960.17131,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,49.34464,514152829.85081,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,18.83399,404434124.6442,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,29.34781,324410547.28357,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,7.68008,80023582.72693,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,86.76188,1863092091.55647,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,77.05224,851735160.65742,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,5.71569,59555392.8982,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,0.93849,20152751.47056,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,1.2475,13789897.90269,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,0.61066,6362853.81118,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,91.34697,951801537.07439,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,2.41066,51765691.01202,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,4.31385,47685245.87749,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,0.39161,4080446.43898,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,9.88897,212351962.96095,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,17.38641,192189352.06129,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,1.93506,20162613.90121,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,28.91153,625219996.65983,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,24.54571,267675769.81914,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,33.35275,357544229.29616,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,5.83794,126247042.66008,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,5.27013,57471764.58164,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,6.41556,68775278.51966,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,4.74659,102646251.1236,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,7.98085,87032791.81085,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,1.45647,15613459.03642,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,42.92491,928263218.87613,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,34.41476,375299779.87052,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,51.58202,552963442.99898,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,17.57903,380151382.70945,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,27.78855,303039666.91675,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,7.1932,77111710.68003,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,87.47944,1891767249.8941,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,77.98985,850494685.35283,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,5.74334,61569119.00771,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,0.92578,20020307.72092,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,1.2668,13814679.4384,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,0.57888,6205628.27789,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,91.38956,979703452.32063,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,2.23269,48282530.07024,Surface water
